dim,hidden_mult,activation,dtype,fp8,class,device,measurement,value
1024,2,relu2,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.3265958991250955
1024,2,silu,float32,False,GatedMLP,mps,Forward Time (ms),1.29658749938244
1024,2,silu,float32,False,GatedMLP,mps,Backward Time (ms),2.181220801139716
1024,2,silu,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.2760416997480206
1024,2,silu,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.2159125001053326
1024,2,silu,float16,False,GatedMLP,mps,Forward Time (ms),1.3986874997499399
1024,2,silu,float16,False,GatedMLP,mps,Backward Time (ms),2.0687333002570085
1024,2,silu,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.3854291988536716
1024,2,silu,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.0963792005204596
1024,2,silu,bfloat16,False,GatedMLP,mps,Forward Time (ms),2.199008400202729
1024,2,silu,bfloat16,False,GatedMLP,mps,Backward Time (ms),3.3091956996941008
1024,2,silu,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.197270799661055
1024,2,silu,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.5817417010548525
1024,4,relu,float32,False,GatedMLP,mps,Forward Time (ms),2.111375000094995
1024,4,relu,float32,False,GatedMLP,mps,Backward Time (ms),3.9210082992212847
1024,4,relu,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.0785000000614673
1024,4,relu,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.7521749996813014
1024,4,relu,float16,False,GatedMLP,mps,Forward Time (ms),2.3948791000293568
1024,4,relu,float16,False,GatedMLP,mps,Backward Time (ms),3.942408401053399
1024,4,relu,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.361837499483954
1024,4,relu,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.851454201503657
1024,4,relu,bfloat16,False,GatedMLP,mps,Forward Time (ms),3.8530833000550047
1024,4,relu,bfloat16,False,GatedMLP,mps,Backward Time (ms),6.24396670027636
1024,4,relu,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),3.8346375004039146
1024,4,relu,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),6.171916698804125
1024,4,relu2,float32,False,GatedMLP,mps,Forward Time (ms),2.4893250010791235
